Time,Latitude,Longitude,Depth/Km,Magnitude,errorMag
51:38.6,42.9207,13.0427,10.9,2,0.155535679
04:11.5,42.6978,13.3467,13.8,2.3,0.155545679
07:21.2,43.0273,13.0793,8.8,2.5,0.155555679
18:42.3,42.789,13.1673,10,2.3,0.155565679
31:31.0,42.8752,13.2178,8.4,2.1,0.155575679
35:40.9,42.8898,13.0348,10.7,2.2,0.155585679
36:39.8,42.6912,13.1725,12.4,2,0.155595679
37:30.6,42.829,13.0483,10,2.5,0.155605679
38:32.7,43.0138,13.1418,8.3,2.2,0.155615679
42:16.8,42.894,13.1627,8.6,2.1,0.155625679
44:21.7,42.6143,13.2323,14.4,2.6,0.155635679
46:46.5,42.8262,13.1243,9.4,2.3,0.155645679
54:59.3,42.7925,13.1178,10.1,2.1,0.155655679
07:16.0,42.8583,13.0945,11.4,2.4,0.155665679
07:57.7,43.0028,13.1063,9.5,2.6,0.155675679
09:19.5,42.8337,13.0515,9.8,2.1,0.155685679
14:08.4,42.9282,13.1383,10.5,2.1,0.155695679
16:33.3,42.8022,13.0697,10.8,2,0.155705679
20:19.2,42.8153,13.1565,13.6,2,0.155715679
22:03.8,42.8047,13.1333,10.7,2.5,0.155725679
24:44.2,42.707,13.2725,11.7,2.2,0.155735679
30:59.0,42.9137,13.1348,9.7,3.2,0.155745679
32:42.5,42.8808,13.0992,11.5,2,0.155755679
38:00.9,42.8008,13.1187,12.1,2.5,0.155765679
40:33.3,42.7628,13.1508,10.1,2.2,0.155775679
42:47.4,42.9103,13.1917,9.1,2.1,0.155785679
45:59.3,42.8003,13.2618,14.5,2.3,0.155795679
50:51.2,43.0565,13.0863,5.9,2.1,0.155805679
52:36.1,43.0393,13.0577,9.8,3,0.155815679
55:11.4,42.6388,13.2247,13.4,2.9,0.155825679
02:41.1,42.9762,13.074,11.1,2,0.155835679
07:48.6,42.7773,13.0812,10.4,3.4,0.155845679
08:48.1,43.0352,13.0568,9.6,3.5,0.155855679
17:20.6,42.782,13.1513,11,2.3,0.155865679
17:59.0,42.9642,13.1368,6.4,2.4,0.155875679
24:16.9,42.946,13.214,9.1,2.4,0.155885679
28:39.9,42.9,13.1568,9.4,2.1,0.155895679
38:36.3,42.7522,13.1747,10.9,2.3,0.155905679
39:48.5,42.882,13.0717,10.8,2.8,0.155915679
40:36.2,42.8035,13.032,10.9,2.4,0.155925679
41:13.0,42.7962,13.1668,10,3.5,0.155935679
48:38.2,42.8072,13.1728,10.6,2,0.155945679
59:49.4,42.7522,13.2553,14.2,2.5,0.155955679
02:35.9,42.8998,13.0297,10.7,2,0.155965679
08:52.0,42.9137,13.1117,10.6,2.2,0.155975679
18:27.2,42.8758,13.1423,11.7,2.4,0.155985679
19:16.4,42.7603,13.1973,10.3,2.2,0.155995679
21:44.8,42.8677,13.1143,12.1,2.1,0.156005679
32:42.7,42.9085,13.1968,9.2,2.4,0.156015679
33:38.6,42.9068,13.1042,8.6,2,0.156025679
37:22.2,42.7132,13.1927,10.1,3.2,0.156035679
57:48.3,42.8718,13.1717,8.4,2.1,0.156045679
59:39.5,42.7417,13.1303,10.7,2.3,0.156055679
20:59.0,42.8913,13.1597,9.2,2.1,0.156065679
22:27.6,42.7297,13.1962,9.7,2.2,0.156075679
28:34.0,42.7183,13.2388,10.4,2.8,0.156085679
30:27.4,42.7723,13.1478,11.6,2.1,0.156095679
32:58.8,42.6772,13.234,11.4,2.3,0.156105679
35:51.5,42.8948,13.1703,10.2,2.8,0.156115679
38:35.2,42.9317,13.2218,9.2,2.6,0.156125679
48:42.6,42.734,13.1717,10.9,2.4,0.156135679
49:46.1,42.7342,13.1848,13,2.5,0.156145679
52:10.0,42.7423,13.1202,11.6,2.8,0.156155679
53:27.9,42.7482,13.1782,3,2.1,0.156165679
01:17.0,42.8852,13.2575,9.1,2,0.156175679
02:30.9,42.8097,13.1393,10.2,2.4,0.156185679
05:06.6,42.9258,13.1358,10,2.3,0.156195679
05:52.2,42.7063,13.262,11.1,2.6,0.156205679
26:53.9,42.8807,13.1732,8,2.9,0.156215679
27:43.6,43.0008,13.1508,6.2,3.1,0.156225679
33:58.3,42.6812,13.1778,12.8,2.5,0.156235679
35:26.7,42.9612,13.0582,12.3,2.1,0.156245679
55:31.8,42.9557,13.1317,9.9,2.3,0.156255679
00:21.5,43.0058,13.1248,9.3,2.8,0.156265679
02:48.6,42.784,13.1337,10.3,2,0.156275679
15:50.5,42.7237,13.2127,9.4,2.4,0.156285679
16:55.4,42.7742,13.2087,10.3,2.4,0.156295679
22:46.9,42.8567,13.0822,13.1,2,0.156305679
32:07.1,42.9415,13.1483,10,2.8,0.156315679
33:13.7,42.7958,13.1118,10.5,2.1,0.156325679
34:28.3,42.7913,13.4903,19.4,2.2,0.156335679
41:04.4,42.7938,12.9185,12.3,2,0.156345679
45:34.0,42.9453,13.1238,10.4,2.1,0.156355679
50:12.0,42.82,13.2505,14.9,2.1,0.156365679
57:10.1,42.9182,13.0248,11.2,2,0.156375679
05:07.7,42.7583,13.2098,9.6,2.2,0.156385679
13:52.1,42.7775,13.2047,9.4,3.3,0.156395679
15:43.7,42.71,13.1672,11.3,2.1,0.156405679
24:28.3,42.8972,13.1083,10.4,2.7,0.156415679
26:02.1,42.934,13.193,9.4,2.2,0.156425679
26:34.0,42.9193,13.1168,9.7,2.1,0.156435679
28:56.4,42.8573,13.2255,10.1,2.8,0.156445679
43:18.7,42.874,13.1868,10.4,2.5,0.156455679
43:48.7,42.7147,13.2405,10.8,2.3,0.156465679
44:44.6,42.7997,13.1712,9,2.3,0.156475679
46:22.0,42.6868,13.273,11.1,2,0.156485679
47:56.4,42.7767,13.209,9.6,2.2,0.156495679
50:51.5,42.7853,13.1122,11,2.3,0.156505679
54:46.2,42.8335,13.03,10.6,2.4,0.156515679
00:55.1,42.8803,13.0362,10.9,2.1,0.156525679
02:41.9,42.8193,13.0908,10,2.2,0.156535679
05:15.0,43.0387,13.117,8.1,3.1,0.156545679
06:12.6,42.7022,13.2733,12.9,2.4,0.156555679
10:05.5,42.9545,13.1518,9.2,2.4,0.156565679
14:44.7,42.8073,13.1445,10.4,2.3,0.156575679
21:38.1,42.86,13.1158,8.3,2.2,0.156585679
26:15.9,42.9303,13.1428,8.1,2.5,0.156595679
28:12.6,42.6315,13.2072,13.4,2.7,0.156605679
29:00.9,42.8373,13.1633,10.5,2.7,0.156615679
33:55.5,42.7678,13.2382,12,2,0.156625679
38:46.4,42.8348,13.1667,10,2.3,0.156635679
46:12.5,42.9118,13.0652,11.8,2,0.156645679
47:44.4,42.7423,13.264,10.8,2.2,0.156655679
56:24.7,42.8877,13.1382,10.9,2.2,0.156665679
58:44.5,42.7943,13.0788,11.5,2,0.156675679
00:11.2,42.7288,13.179,9.7,2.1,0.156685679
03:08.6,43.0268,13.074,8.9,2.5,0.156695679
09:00.4,42.8788,13.0508,10.8,2.5,0.156705679
10:23.7,42.839,13.1662,10.9,2.5,0.156715679
11:01.8,42.8488,13.2227,9.6,2.3,0.156725679
19:59.2,42.7682,13.1707,10.5,2,0.156735679
22:45.2,42.7167,13.208,11.5,2,0.156745679
32:33.5,42.6872,13.2757,9.3,2.2,0.156755679
34:07.1,42.8207,13.0993,12.6,2.2,0.156765679
41:16.2,42.7582,13.0827,10.9,2,0.156775679
43:02.0,42.7897,13.0853,10.3,2.1,0.156785679
44:37.4,42.7898,13.1477,9,2.7,0.156795679
47:32.8,42.9223,13.0192,10.6,2,0.156805679
54:07.2,42.8333,13.1675,10.9,2.1,0.156815679
55:06.7,42.7445,13.2277,11.3,2,0.156825679
57:30.2,42.818,13.1582,9.6,2.1,0.156835679
04:19.0,42.8032,13.1485,10.8,2,0.156845679
06:13.3,42.9095,13.1713,10.3,2.1,0.156855679
13:52.7,42.7993,13.1063,10.6,2.1,0.156865679
14:24.0,42.9118,13.1922,9.7,2,0.156875679
21:23.9,42.8812,13.1013,10,2.1,0.156885679
25:59.7,42.8847,13.1473,10.7,3.2,0.156895679
35:34.3,42.7928,13.1487,9.1,2.4,0.156905679
42:37.2,42.8407,13.1627,10.8,2.7,0.156915679
43:24.5,42.7642,13.1498,11.4,2,0.156925679
47:34.4,42.8158,13.0873,10.1,2.4,0.156935679
03:49.8,42.7937,13.1072,10.5,2.5,0.156945679
06:38.1,42.8578,13.2237,10.2,2.3,0.156955679
08:28.6,42.9692,13.098,10.8,2,0.156965679
12:26.8,42.7928,13.0763,10.2,2.7,0.156975679
16:06.7,42.8937,13.0778,9.8,2.3,0.156985679
16:54.0,42.8862,13.1302,12,2.3,0.156995679
17:30.3,42.8002,13.1528,10.1,3,0.157005679
18:43.9,43.0523,13.0877,7.9,2.4,0.157015679
22:35.8,42.8413,13.1512,9.6,2.3,0.157025679
24:28.1,42.8142,13.1593,10.4,2,0.157035679
30:22.9,42.8888,13.1927,10.8,2.1,0.157045679
45:51.2,42.7147,13.2982,13.1,2.4,0.157055679
46:34.7,42.8165,13.1523,11.1,2.4,0.157065679
53:02.7,43.0308,13.0453,9.9,3.4,0.157075679
55:16.2,42.8942,13.2158,9.3,2.1,0.157085679
55:59.9,42.7932,13.173,10.7,2.6,0.157095679
56:45.6,42.9018,13.2077,8.8,2.7,0.157105679
01:26.1,42.9057,13.163,9,2.1,0.157115679
12:09.4,42.7097,13.2253,10.7,2.9,0.157125679
18:10.6,42.733,13.2298,10.6,2,0.157135679
20:21.8,42.822,13.1273,13.2,2,0.157145679
23:12.7,42.8898,13.1925,9.3,2.5,0.157155679
28:16.7,42.8892,13.0592,13.1,2.4,0.157165679
29:21.3,42.8875,13.1893,9.5,2.6,0.157175679
37:29.2,42.8017,13.1192,10.6,2,0.157185679
44:30.9,42.777,13.2152,10.8,2.2,0.157195679
49:24.4,42.9475,13.2323,6.5,2,0.157205679
50:58.8,42.7877,13.0722,10.5,2.3,0.157215679
52:11.1,42.9023,13.1843,7.8,2,0.157225679
56:51.3,42.8907,13.15,9.1,2.9,0.157235679
00:05.7,42.8752,13.086,10.7,2.1,0.157245679
01:11.0,42.7868,13.1927,9.9,2.2,0.157255679
01:42.8,42.793,13.1762,10,2.3,0.157265679
05:57.3,42.8142,13.3535,14.8,2.1,0.157275679
10:21.7,42.7502,13.2095,10.8,2.2,0.157285679
16:30.8,42.7658,13.1102,11.2,2.5,0.157295679
17:39.7,42.9238,13.0202,11.9,2.4,0.157305679
24:40.3,42.8087,13.1483,10.2,2.7,0.157315679
25:25.7,42.7303,13.2062,11.4,2.1,0.157325679
33:08.9,42.7352,13.2827,9.3,2.3,0.157335679
37:55.6,42.7538,13.0832,10.5,2.6,0.157345679
42:08.6,42.886,13.1048,19.6,2.3,0.157355679
45:37.0,42.801,13.1447,10.6,3.2,0.157365679
47:34.6,42.887,13.1715,8.9,2,0.157375679
49:04.2,42.8553,13.0953,10.6,2,0.157385679
50:26.3,42.7332,13.2053,10.6,2.2,0.157395679
53:51.1,42.8608,13.2165,10.4,2.2,0.157405679
11:10.9,42.96,13.1792,9.9,2.1,0.157415679
12:19.9,42.8285,12.8447,6.4,2.3,0.157425679
12:42.5,42.8348,13.205,8.5,2.1,0.157435679
21:30.3,42.881,13.2083,7.7,2.1,0.157445679
22:26.1,42.6405,13.2965,11.2,2.3,0.157455679
23:20.1,42.9882,13.0337,8.7,2.4,0.157465679
26:16.7,42.9233,13.2017,7.8,2.1,0.157475679
41:20.5,43.0012,13.0967,8.6,2.8,0.157485679
45:59.8,42.8217,13.1088,11.1,2.1,0.157495679
50:04.4,42.8358,13.2103,13.5,2,0.157505679
56:05.8,42.713,13.144,11.6,2.5,0.157515679
11:56.9,42.7633,13.1813,10,2,0.157525679
16:00.6,42.8018,13.0873,11,2.2,0.157535679
16:52.9,42.8503,13.2215,10,2.2,0.157545679
20:52.1,42.7138,13.1798,14.5,2.5,0.157555679
26:47.3,42.9282,13.2067,9.4,3.4,0.157565679
27:41.2,42.9413,13.1473,9.8,3.4,0.157575679
33:56.6,42.8443,13.0043,10.3,2.1,0.157585679
37:49.7,42.8782,13.0678,8.4,3.7,0.157595679
42:05.4,42.7267,13.185,10.9,2.2,0.157605679
43:47.3,42.9467,13.0578,12.1,2.1,0.157615679
52:53.2,42.7318,13.2432,12,2.3,0.157625679
09:31.2,42.7928,13.1393,11,2,0.157635679
12:53.5,42.9223,13.1473,9,2.1,0.157645679
13:38.9,42.8327,13.0822,11.1,2.2,0.157655679
17:29.1,42.787,13.2025,10,2.3,0.157665679
25:17.4,42.992,13.0432,7.7,2.5,0.157675679
36:11.0,42.8978,13.2018,9.7,3,0.157685679
38:19.3,42.819,13.1303,10.4,2,0.157695679
48:39.7,42.8072,13.1557,9.8,2.1,0.157705679
58:43.9,42.9288,13.1648,8.8,2,0.157715679
02:43.3,42.8263,13.0788,8.9,2.7,0.157725679
05:36.2,42.7758,13.1392,11.7,2.1,0.157735679
19:43.6,42.938,13.2078,9.2,2.2,0.157745679
20:41.0,42.7765,13.2102,7,2,0.157755679
22:16.7,42.785,13.1228,18.1,2.2,0.157765679
24:51.7,42.987,13.0407,8.2,2.5,0.157775679
41:48.3,42.8102,13.1477,10.6,2.1,0.157785679
42:26.6,42.8392,13.3953,22.6,2.4,0.157795679
44:09.2,43.002,13.068,11,2.4,0.157805679
47:03.8,42.8373,12.9503,7.4,2,0.157815679
50:52.9,42.7358,13.1698,10.9,2.1,0.157825679
55:34.1,42.693,13.1738,13,2.1,0.157835679
57:34.0,42.8808,13.185,7.7,3.3,0.157845679
58:24.2,43.0268,13.0968,4.2,2.7,0.157855679
04:31.7,42.9473,13.1033,8,2.2,0.157865679
05:20.9,42.686,13.2375,11.4,2.2,0.157875679
05:53.1,42.9495,13.1057,8.5,2.7,0.157885679
09:00.4,42.8827,13.2368,9.4,2.1,0.157895679
10:56.5,43.0413,13.0573,9.5,3.1,0.157905679
12:15.2,43.0173,13.1348,5.9,2.4,0.157915679
12:54.8,42.8488,13.1198,10.3,2.2,0.157925679
14:55.1,42.9023,13.0997,9.9,2.2,0.157935679
15:51.1,42.7013,13.2053,16.1,2.1,0.157945679
22:01.0,42.8092,13.2008,10,2.3,0.157955679
22:41.2,42.7483,13.1328,10.7,2.2,0.157965679
26:36.6,42.9007,13.1543,8.2,2.2,0.157975679
27:55.5,42.7463,13.177,8.4,2.1,0.157985679
30:12.5,42.809,13.1988,10.1,2.7,0.157995679
39:07.8,42.8793,13.1808,12.2,2.2,0.158005679
40:07.3,42.6872,13.2175,13.5,2.1,0.158015679
43:26.5,42.7912,13.1172,9.5,2.1,0.158025679
44:25.2,42.9003,13.1237,11,2.4,0.158035679
45:04.6,42.9628,13.1943,11.2,2.3,0.158045679
50:39.6,43.0738,13.0757,8.9,2.1,0.158055679
52:45.6,42.8248,13.3032,10.8,2.8,0.158065679
57:03.1,42.7077,13.2293,9.6,3.1,0.158075679
07:34.6,42.7415,13.2912,15.4,2.5,0.158085679
08:58.6,42.7017,13.2318,12.1,2.1,0.158095679
12:26.7,42.7018,13.234,10,2.7,0.158105679
34:27.2,43.0453,13.0612,10,2.3,0.158115679
35:29.5,42.8127,13.1513,10.7,2.2,0.158125679
37:25.7,42.9242,13.0497,10.9,2.3,0.158135679
38:01.9,42.7463,13.2253,10.1,2.2,0.158145679
38:31.4,42.827,13.0648,11,2.1,0.158155679
44:14.4,42.6612,13.2577,12.8,2,0.158165679
46:07.5,42.9117,13.0768,9,2.1,0.158175679
46:47.8,42.8977,13.1032,8.9,2.1,0.158185679
52:43.1,42.7207,13.1653,10.9,2,0.158195679
07:25.0,42.8773,13.1408,10.9,2.5,0.158205679
15:45.5,42.7728,13.1203,12,2.2,0.158215679
17:09.9,42.8847,13.2415,7.8,2.6,0.158225679
18:26.5,42.7667,13.2442,15.7,2.3,0.158235679
28:06.1,42.7302,13.1823,9,2,0.158245679
35:01.3,43.0285,13.049,8.4,4.7,0.158255679
37:48.1,42.8183,13.0703,11.1,2.9,0.158265679
40:23.2,42.7715,13.1428,10.2,2.6,0.158275679
42:19.8,42.7422,13.141,11.1,2.6,0.158285679
44:25.6,43.001,13.0768,10.1,2.3,0.158295679
45:54.2,42.9287,13.1487,9.9,2,0.158305679
52:16.0,42.7247,13.2645,10.5,2.6,0.158315679
52:46.9,43.0368,13.0667,9.9,2.1,0.158325679
54:21.8,43.0277,13.0732,10.5,2.1,0.158335679
56:03.0,42.9157,13.1997,8.5,2.1,0.158345679
58:40.2,43.0307,13.0667,10.4,2,0.158355679
59:39.5,43.0172,13.0807,10,2.1,0.158365679
00:27.8,42.7582,13.1257,10.7,2.2,0.158375679
02:15.3,43.013,13.0578,10,2.4,0.158385679
04:50.5,42.8018,13.1422,8.9,2.6,0.158395679
05:53.0,42.7468,13.0825,10.6,2.6,0.158405679
08:19.0,42.8575,13.075,11.3,3,0.158415679
11:58.7,42.803,13.1123,10.1,2,0.158425679
18:31.0,42.6553,13.3142,7.8,3.1,0.158435679
24:04.4,43.0093,13.1517,9.3,2.4,0.158445679
25:05.2,42.707,13.2107,9.9,2,0.158455679
25:38.9,42.927,13.2083,7.7,2,0.158465679
30:12.0,42.8008,12.8895,10.7,2.2,0.158475679
31:32.9,42.808,13.0668,10.7,2.1,0.158485679
33:20.4,42.9648,13.1175,11.6,2.1,0.158495679
40:34.9,43.0177,13.0697,9.2,2.4,0.158505679
45:26.4,42.8257,13.1968,12.4,2.7,0.158515679
46:02.8,42.7972,13.1823,9.5,2.8,0.158525679
46:29.0,43.0247,13.0647,9.9,3.1,0.158535679
55:49.1,42.684,13.2778,10.9,2.3,0.158545679
00:52.0,42.7292,13.1562,13.5,2.5,0.158555679
01:47.2,42.8813,13.2387,9.6,2.4,0.158565679
08:32.2,42.9,13.0668,12.4,2.2,0.158575679
09:22.5,43.022,13.0513,10.5,2.1,0.158585679
10:25.3,42.7533,13.1957,8.2,2.1,0.158595679
11:41.1,42.8972,13.1713,9.2,2,0.158605679
13:02.5,42.8833,13.055,10.3,2,0.158615679
22:08.3,42.8773,13.0307,10.7,2,0.158625679
26:55.3,43.0438,13.0892,8.8,2.8,0.158635679
31:01.0,42.9973,13.091,9.6,2.3,0.158645679
31:54.1,43.0288,13.0638,10.4,2.4,0.158655679
36:20.0,42.9492,13.072,10.2,2.1,0.158665679
38:32.7,42.9702,13.1492,10.5,3.2,0.158675679
40:36.7,42.9015,13.106,10.3,2,0.158685679
45:55.4,42.8278,13.0857,10.5,2.1,0.158695679
57:06.5,42.8407,13.1117,11.1,2,0.158705679
00:46.1,42.723,13.2465,11.5,2.7,0.158715679
02:26.3,42.7732,13.0563,10.7,2.1,0.158725679
04:21.1,42.7485,13.1938,10.4,2.1,0.158735679
10:57.8,42.9023,13.1713,14.6,2.3,0.158745679
11:43.3,42.901,13.1217,10.3,2.4,0.158755679
13:16.8,42.774,13.169,10.1,2.2,0.158765679
24:43.3,42.9235,12.9825,11.4,2.2,0.158775679
29:57.2,42.7837,13.1502,11.8,2,0.158785679
31:59.2,42.8087,13.1485,9.2,2.2,0.158795679
32:52.3,42.9003,13.0738,11.1,2.2,0.158805679
46:39.2,42.7022,13.1842,14.6,2,0.158815679
47:59.9,43.0078,13.064,7.6,2.6,0.158825679
49:30.0,43.0512,13.0972,9.6,2.3,0.158835679
53:55.0,42.6972,13.1702,10,2.4,0.158845679
02:30.9,42.7343,13.1837,12.1,2,0.158855679
03:48.3,42.8803,13.1728,13,2.3,0.158865679
04:41.0,42.799,13.1263,10.3,2.3,0.158875679
11:04.5,42.7385,13.145,9.5,2,0.158885679
17:00.4,42.7863,13.1533,10.1,2.1,0.158895679
22:25.3,42.8343,13.0378,9.8,2.5,0.158905679
23:36.2,42.8973,13.1613,9.2,2,0.158915679
30:48.2,42.8257,13.0433,9.9,2.8,0.158925679
31:01.8,42.9433,13.1987,6.5,2.8,0.158935679
36:48.2,42.7755,13.1767,9.7,2.7,0.158945679
41:14.4,42.8338,13.164,10.2,2.1,0.158955679
46:32.8,42.7368,13.1877,10.6,2.3,0.158965679
51:46.6,42.8182,13.1078,9.4,2.3,0.158975679
52:22.9,42.8207,13.2825,9.5,2.3,0.158985679
59:56.9,42.8928,13.0125,9.9,2,0.158995679
01:02.0,42.9132,13.1177,10.2,2,0.159005679
03:24.1,42.8705,13.2113,9,2.1,0.159015679
09:55.5,42.8348,13.0893,9,2.1,0.159025679
13:29.1,42.9932,13.0607,10.8,2.6,0.159035679
14:09.0,42.5092,13.2872,13.6,2.5,0.159045679
15:49.3,42.7335,13.167,11.2,2.3,0.159055679
17:57.7,42.7092,13.1863,8.7,2.2,0.159065679
18:35.1,42.4987,13.288,13.7,2.3,0.159075679
25:43.7,42.9238,13.1415,9.6,2.5,0.159085679
29:51.5,42.8763,13.0813,10.7,2,0.159095679
35:05.6,42.8777,13.088,12.5,2.1,0.159105679
37:26.0,43.062,13.0897,9.9,2.4,0.159115679
43:02.2,42.8692,13.1778,7.6,2.5,0.159125679
44:26.9,43.079,13.0747,9,2.4,0.159135679
49:09.8,42.9393,13.0253,11.6,2,0.159145679
54:13.6,42.8858,13.2048,7.9,2.6,0.159155679
59:03.8,42.8773,13.0535,11.6,2.1,0.159165679
15:01.0,42.7127,13.2145,10.1,2,0.159175679
20:02.2,42.7332,13.1437,11.2,2.8,0.159185679
21:30.1,42.7758,13.2473,11.3,2.8,0.159195679
24:13.1,42.7667,13.2628,10.7,2.4,0.159205679
24:26.3,42.8913,13.2078,8.7,2.8,0.159215679
25:46.6,42.8822,13.0603,10.3,2.1,0.159225679
51:02.2,42.822,13.0648,13.4,2,0.159235679
00:12.9,42.8763,13.0618,9,2.4,0.159245679
03:28.3,42.9378,13.2103,9.4,2.4,0.159255679
05:03.1,42.823,13.2825,11.1,2.1,0.159265679
23:40.5,42.9777,13.1225,9.4,2.3,0.159275679
24:28.7,42.6922,13.2417,10.7,2.4,0.159285679
26:54.3,42.7252,13.2368,14,2,0.159295679
28:40.5,43.0152,13.0597,9.9,2.1,0.159305679
36:58.8,42.7222,13.234,9.9,2.2,0.159315679
39:07.7,42.8338,13.121,9.8,3.4,0.159325679
41:04.6,42.8088,13.1168,10,2.3,0.159335679
42:52.4,42.8663,13.1498,10.1,2.8,0.159345679
45:37.3,42.7478,13.1868,10.2,2.7,0.159355679
47:36.0,42.7505,13.2627,9.8,2.4,0.159365679
52:28.3,42.725,13.2567,12.8,2.4,0.159375679
56:32.9,42.879,13.0225,10.7,2.1,0.159385679
03:03.8,42.8197,13.2972,10,2.1,0.159395679
04:06.6,42.6682,13.2173,13.5,2.1,0.159405679
08:06.3,42.7927,13.1588,10.1,2.1,0.159415679
11:18.8,42.8983,13.0213,11,2.2,0.159425679
16:45.7,42.9353,13.2213,10.9,2.6,0.159435679
17:25.9,42.8877,13.1562,9.5,2,0.159445679
25:57.3,42.6703,13.1498,11.9,2.3,0.159455679
29:57.5,42.7832,13.1495,10,2.7,0.159465679
47:24.3,42.8012,13.1337,10.3,2,0.159475679
48:48.4,43.0692,13.0807,6.1,2,0.159485679
53:18.1,42.7137,13.162,13.7,2.2,0.159495679
57:04.7,42.9497,13.1493,9.9,2.5,0.159505679
59:03.1,42.871,13.0613,10.4,2.1,0.159515679
00:59.0,42.9222,13.1535,8.6,2.9,0.159525679
03:28.7,43.0187,13.0572,10.3,2.4,0.159535679
06:41.4,42.8802,13.1618,11,2,0.159545679
10:46.4,42.8418,13.081,10.6,2,0.159555679
13:07.4,42.7292,13.2542,12.2,2.6,0.159565679
13:44.4,42.7083,13.2062,12.2,2.4,0.159575679
23:14.2,43.0245,13.064,8.9,2.1,0.159585679
26:20.5,42.726,13.2562,11.5,2.1,0.159595679
27:57.5,43.0313,13.07,7.7,2.2,0.159605679
28:57.4,42.8527,13.1187,8.9,2.6,0.159615679
33:03.0,43.0258,13.0668,7.4,2.1,0.159625679
36:04.8,42.7462,13.1863,10.1,2.9,0.159635679
48:57.2,43.0305,13.0708,7.7,2.3,0.159645679
49:35.4,42.7788,13.155,10.9,2.2,0.159655679
51:10.7,42.8013,13.1323,10.8,2.3,0.159665679
53:18.2,43.0765,13.0777,7.8,2.3,0.159675679
58:02.8,42.832,13.0798,11.1,2,0.159685679
02:46.0,42.8988,13.1953,9.7,2.5,0.159695679
12:42.6,42.9073,13.1938,9.3,2,0.159705679
14:13.2,42.7822,13.2057,9.9,3.3,0.159715679
22:11.5,42.9545,13.1463,8.8,2.4,0.159725679
26:06.7,42.7475,13.1953,9.6,2.3,0.159735679
28:21.8,42.773,13.2505,19.2,2,0.159745679
40:16.0,42.8373,13.1662,11,2.2,0.159755679
43:48.6,42.9043,13.1933,10.7,2.4,0.159765679
46:56.6,42.7017,13.2017,11.3,2,0.159775679
51:09.3,42.7362,13.1673,11.1,2.6,0.159785679
54:39.0,42.8078,13.1003,10.3,2.4,0.159795679
02:39.0,42.7753,13.2527,15.9,2.4,0.159805679
06:20.5,42.8975,13.1927,9.3,2.4,0.159815679
08:54.9,42.7787,13.0628,10.7,2,0.159825679
13:29.3,42.8562,13.0287,10.1,2.3,0.159835679
27:20.1,42.8092,13.1667,9.6,2.2,0.159845679
46:47.2,42.7757,13.0602,10.9,2.4,0.159855679
53:09.4,42.7985,13.1688,8.3,2,0.159865679
54:35.6,42.7713,13.2435,11.1,2.3,0.159875679
59:17.7,42.9093,13.2198,8.9,3.5,0.159885679
05:44.5,42.7108,13.2692,11.3,2.9,0.159895679
10:53.3,42.7588,13.2398,11.1,2.1,0.159905679
12:06.7,42.9603,13.0993,10.1,2,0.159915679
14:49.8,42.9322,13.1748,14.1,2.4,0.159925679
22:20.0,42.9222,13.2025,8.9,3.4,0.159935679
43:01.4,42.8347,13.0813,15.2,2.1,0.159945679
44:22.4,43.0143,13.0735,8.8,2.4,0.159955679
48:00.0,42.7152,13.2797,12.3,2.4,0.159965679
49:32.2,43.0062,13.1032,9.2,2.4,0.159975679
54:26.6,42.727,13.3843,13.6,2,0.159985679
55:34.9,42.7633,13.2047,11,2.3,0.159995679
03:34.8,42.7677,13.0577,10.6,2.1,0.160005679
04:41.6,42.7678,13.1747,10.6,2.1,0.160015679
08:27.5,42.9152,13.1712,9.9,2.3,0.160025679
09:07.5,42.8815,13.0665,9.8,2,0.160035679
10:45.6,42.693,13.178,13.6,3.7,0.160045679
12:59.8,42.7967,13.1467,9.9,2.4,0.160055679
15:45.4,42.689,13.1683,14.2,2.4,0.160065679
16:41.7,42.9012,13.1718,8.3,2.8,0.160075679
18:09.1,42.6975,13.1768,10.3,2.2,0.160085679
19:27.5,42.691,13.1792,11.7,2.2,0.160095679
21:12.2,42.9482,13.1332,8.7,2,0.160105679
21:57.2,42.9138,13.1108,10.8,2.4,0.160115679
22:16.7,42.6818,13.1463,12.1,2.5,0.160125679
32:13.7,42.6845,13.1873,12.4,2.3,0.160135679
34:39.0,42.912,13.1067,10.5,2,0.160145679
35:57.1,42.6862,13.1825,12.7,2.1,0.160155679
38:03.6,42.8155,13.0543,10.8,2.3,0.160165679
53:38.7,42.8005,13.1372,15.6,2.2,0.160175679
55:19.2,42.9233,13.1508,9,2.1,0.160185679
59:01.9,42.6823,13.1672,12.5,2.2,0.160195679
05:23.5,42.6968,13.1447,11,2.3,0.160205679
07:32.4,42.7733,13.1033,7.6,2.2,0.160215679
10:08.5,42.6942,13.1708,12.5,2.4,0.160225679
12:54.2,42.6368,13.2128,13.3,2.9,0.160235679
14:52.9,42.7725,13.1827,10.9,2.2,0.160245679
15:52.1,42.7802,13.1072,10.4,2.3,0.160255679
16:28.0,43.0068,13.0995,8.3,2.3,0.160265679
22:11.5,42.6867,13.1832,12.8,2,0.160275679
26:45.0,43.0207,13.1192,8.7,2.3,0.160285679
27:21.3,43.0095,13.1288,8.7,2.4,0.160295679
29:54.0,42.9292,13.2312,9.9,2.4,0.160305679
41:29.8,42.9938,13.0763,8.7,3.5,0.160315679
